,labels,pc1,pc2
0,0,1.47017124054,-0.104273149058
1,1,-1.44204640982,-0.570141428378
2,0,1.59247769105,-0.0761198700376
3,1,-1.47981167528,-0.528451809649
4,0,1.34486168729,-0.0907190471218
5,1,-5.01432636372,-1.53491711631
6,0,1.07063389167,-0.550226848134
7,0,1.66522876773,0.0179846225883
8,0,1.54231056782,2.32400332556
9,0,1.59425316978,0.0236240421833
10,0,2.05018447847,0.0215288956666
11,0,1.93290540286,0.138756286039
12,0,0.0808519274953,-0.429596070166
13,0,1.71478414157,-0.0479665910171
14,1,-3.76351357551,0.603591091974
15,1,-1.06471238167,-0.217327539718
16,0,1.71857748807,0.038851541716
17,0,1.57733519793,-0.0543207768967
18,1,-2.55649386925,-0.769893689917
19,0,1.36300728314,-0.15422552122
20,1,-2.45904153852,0.566350381277
21,1,-3.01381406128,-0.968696086926
22,0,1.82574144546,0.0888039138775
23,0,1.89882707011,0.0955363395877
24,0,-0.357932914606,-0.604131723625
25,0,1.85277453553,-0.000431029576272
26,0,1.61141353067,-0.0111008304454
27,0,1.93290540286,0.138756286039
28,0,1.92844296041,0.226682287137
29,0,1.97709885381,0.0147964699565
30,0,1.79166311272,0.0455839674262
31,1,-3.23983532422,0.216396829082
32,0,1.6754263574,0.0273848323137
33,0,1.69930710048,0.0612045690395
34,0,1.93290540286,0.138756286039
35,1,-4.32789023969,-0.9476242735
36,0,0.825071212657,-0.616149739124
37,1,-1.87274864585,-1.15478077622
38,1,-1.35356161686,-0.569552231752
39,1,-1.0236343561,-0.236370911
40,1,-3.79731163144,-0.0639671691426
41,1,-1.44923077425,0.210255849732
42,1,-4.27567245417,-0.715678082849
43,0,1.90711007896,0.711727338428
44,1,-2.11899284469,-0.757152692976
45,0,2.04006936025,0.1887086582
46,0,1.34486168729,-0.0907190471218
47,1,-2.3391950088,-0.247848946787
48,1,-0.915460040677,1.48355605922
49,0,0.0138359980416,-0.426374351968
50,1,-1.84648027166,-0.223625062679
51,1,-3.78428390294,2.47451715355
52,1,-2.76713083669,-1.04724293095
53,1,-1.77278814252,-0.687884663518
54,1,-2.59972868328,-0.8352436486
55,1,-0.820425891282,1.28598222271
56,0,-0.623129159851,-0.710777387529
57,0,-0.452262041999,-0.751685252827
58,1,-1.21593419582,-0.380377011994
59,0,1.94804789598,0.116957192898
60,1,-3.29035091332,-0.577455418071
61,0,-0.691153430184,-0.028129589469
62,0,2.04006936025,0.1887086582
63,1,-1.3663393788,4.21120445347
64,0,1.57733519793,-0.0543207768967
65,1,-1.91547570216,-0.423338926576
66,1,-3.77341149686,2.34417148412
67,0,1.78881265106,0.106671101946
68,0,1.3585448407,-0.0662995201213
69,1,-4.53058757034,4.48646396253
70,0,0.60608940864,-0.369870996359
71,1,-3.22829175712,-0.988917125806
72,1,-0.869927955636,0.402954628784
73,0,1.42911455166,-0.0858520268067
74,0,1.66076632529,0.105910623687
75,0,1.24652813879,-0.0597549646234
76,0,1.50045622678,-0.14787133534
77,0,1.78154799451,0.21276372996
78,0,1.12729269725,-0.443939595316
79,0,1.60234073275,0.0206524066035
80,0,1.34584692225,-0.119500648591
81,0,1.0275085305,-0.448809144489
82,1,-4.3822322591,2.37740019157
83,1,-4.0958486019,4.71169645108
84,1,-1.11453949441,-0.567423490218
85,1,-2.89248970755,0.111224583017
86,0,1.57733519793,-0.0543207768967
87,0,1.66531123919,0.194564594847
88,0,1.89882707011,0.0955363395877
89,0,1.85074698028,0.163777097378
90,0,1.57733519793,-0.0543207768967
91,0,2.04006936025,0.1887086582
92,0,1.79166311272,0.0455839674262
93,0,1.89882707011,0.0955363395877
94,0,1.95791093768,0.213729469539
95,0,1.47017124054,-0.104273149058
96,1,-4.31429087783,4.5035067352
97,1,-4.04598423061,0.294827177427
98,1,-2.52206873967,0.433397843331
99,0,0.148099932045,-0.271560964653
100,0,1.45090085294,-0.0819201217347
101,0,-0.582955362408,-0.544718884123
102,1,-5.98649393373,2.96200323119
103,1,-0.963989055462,2.70772302474
104,1,-3.10556927171,-1.60580606132
105,1,-3.33287445728,-0.658843375223
106,0,1.82004052214,0.210978182918
107,1,-2.35082106999,-0.101243815186
108,0,0.806447514267,0.334074307826
109,1,-1.2749627079,-0.801453458601
110,1,-2.49240641056,-0.55362649162
